Date,Type,Category,Amount
2023-06-21,Expense,Travel,232.39
2023-06-22,Income,Gifts,1297.21
2023-06-22,Expense,Entertainment,24.89
2023-06-22,Expense,Insurance,132.64
2023-06-22,Expense,Shopping,268.24
2023-06-23,Income,Freelance,589.03
2023-06-23,Income,Gifts,4917.98
2023-06-23,Expense,Transportation,134.04
2023-06-23,Expense,Shopping,106.11
2023-06-24,Income,Freelance,1926.09
2023-06-24,Expense,Subscriptions,144.97
2023-06-24,Expense,Transport,29.18
2023-06-24,Expense,Food,208.3
2023-06-24,Expense,Travel,174.71
2023-06-25,Income,Rental Income,4645.28
2023-06-25,Expense,Shopping,67.09
2023-06-25,Expense,Bills,196.35
2023-06-25,Expense,Travel,194.83
2023-06-25,Expense,Transport,294.5
2023-06-26,Income,Salary,1779.46
2023-06-26,Income,Freelance,2654.03
2023-06-26,Expense,Other,60.64
2023-06-26,Expense,Transport,100.67
2023-06-26,Expense,Other,128.48
2023-06-26,Expense,Transport,219.67
2023-06-26,Expense,Insurance,198.7
2023-06-27,Income,Gifts,4328.15
2023-06-27,Expense,Utilities,222.58
2023-06-27,Expense,Health,132.69
2023-06-27,Expense,Transport,11.74
2023-06-28,Income,Freelance,3853.49
2023-06-28,Income,Investments,271.71
2023-06-28,Expense,Utilities,156.69
2023-06-28,Expense,Education,39.07
2023-06-28,Expense,Food,14.33
2023-06-29,Income,Freelance,3859.31
2023-06-29,Income,Investments,3710.24
2023-06-29,Expense,Entertainment,94.84
2023-06-29,Expense,Food,90.74
2023-06-29,Expense,Transportation,176.1
2023-06-29,Expense,Other,138.15
2023-06-29,Expense,Bills,14.67
2023-06-30,Income,Freelance,2188.72
2023-06-30,Income,Freelance,800.91
2023-06-30,Expense,Bills,268.08
2023-06-30,Expense,Subscriptions,134.79
2023-06-30,Expense,Education,117.12
2023-07-01,Income,Investments,4851.43
2023-07-01,Income,Gifts,2894.15
2023-07-01,Expense,Entertainment,172.12
2023-07-01,Expense,Shopping,64.65
2023-07-02,Income,Freelance,766.26
2023-07-02,Income,Rental Income,3141.7
2023-07-02,Expense,Bills,200.43
2023-07-02,Expense,Shopping,165.91
2023-07-02,Expense,Shopping,234.21
2023-07-02,Expense,Insurance,163.07
2023-07-03,Income,Gifts,2200.41
2023-07-03,Expense,Transportation,57.69
2023-07-03,Expense,Insurance,94.69
2023-07-03,Expense,Transport,100.35
2023-07-03,Expense,Health,247.43
2023-07-04,Income,Gifts,1137.58
2023-07-04,Income,Investments,189.64
2023-07-04,Expense,Education,60.89
2023-07-04,Expense,Food,249.41
2023-07-04,Expense,Bills,48.29
2023-07-04,Expense,Bills,165.12
2023-07-04,Expense,Utilities,76.74
2023-07-05,Income,Salary,791.89
2023-07-05,Expense,Travel,200.85
2023-07-05,Expense,Insurance,66.59
2023-07-05,Expense,Transport,228.95
2023-07-05,Expense,Transport,189.09
2023-07-06,Income,Rental Income,874.16
2023-07-06,Expense,Food,102.8
2023-07-06,Expense,Food,258.39
2023-07-07,Income,Gifts,2621.52
2023-07-07,Income,Freelance,3660.14
2023-07-07,Expense,Education,261.81
2023-07-07,Expense,Other,199.32
2023-07-07,Expense,Insurance,29.99
2023-07-07,Expense,Bills,85.13
2023-07-08,Income,Salary,694.18
2023-07-08,Expense,Transportation,157.0
2023-07-08,Expense,Transportation,242.54
2023-07-08,Expense,Shopping,144.52
2023-07-09,Income,Gifts,4404.39
2023-07-09,Expense,Travel,62.66
2023-07-09,Expense,Travel,31.34
2023-07-09,Expense,Education,91.25
2023-07-10,Income,Gifts,506.1
2023-07-10,Expense,Shopping,254.0
2023-07-10,Expense,Utilities,102.98
2023-07-11,Income,Freelance,1321.01
2023-07-11,Income,Rental Income,2150.91
2023-07-11,Expense,Entertainment,291.01
2023-07-11,Expense,Education,52.1
2023-07-11,Expense,Other,224.63
2023-07-11,Expense,Education,184.76
2023-07-11,Expense,Education,104.6
2023-07-12,Income,Rental Income,1821.39
2023-07-12,Expense,Education,259.02
2023-07-12,Expense,Subscriptions,253.9
2023-07-13,Income,Investments,1091.52
2023-07-13,Expense,Utilities,170.32
2023-07-13,Expense,Education,238.68
2023-07-13,Expense,Utilities,58.31
2023-07-13,Expense,Bills,190.77
2023-07-14,Income,Gifts,4238.5
2023-07-14,Income,Investments,3515.85
2023-07-14,Expense,Utilities,20.69
2023-07-14,Expense,Transportation,295.45
2023-07-14,Expense,Transport,31.33
2023-07-14,Expense,Insurance,274.54
2023-07-15,Income,Investments,2143.86
2023-07-15,Expense,Bills,103.11
2023-07-15,Expense,Travel,229.14
2023-07-15,Expense,Food,41.6
2023-07-16,Income,Rental Income,3031.88
2023-07-16,Expense,Health,105.84
2023-07-16,Expense,Transportation,51.58
2023-07-16,Expense,Travel,152.23
2023-07-16,Expense,Health,214.44
2023-07-17,Income,Rental Income,4785.95
2023-07-17,Expense,Shopping,174.99
2023-07-17,Expense,Food,118.61
2023-07-17,Expense,Other,29.7
2023-07-17,Expense,Education,278.33
2023-07-18,Income,Salary,4653.99
2023-07-18,Expense,Subscriptions,223.16
2023-07-18,Expense,Insurance,61.38
2023-07-18,Expense,Transport,63.91
2023-07-19,Income,Gifts,4625.65
2023-07-19,Income,Rental Income,4061.69
2023-07-19,Expense,Transport,188.21
2023-07-19,Expense,Subscriptions,178.41
2023-07-20,Income,Rental Income,1270.53
2023-07-20,Expense,Travel,105.07
2023-07-20,Expense,Subscriptions,220.67
2023-07-20,Expense,Subscriptions,272.27
2023-07-20,Expense,Health,225.67
2023-07-20,Expense,Transport,285.55
2023-07-21,Income,Salary,265.46
2023-07-21,Income,Investments,2932.65
2023-07-21,Expense,Health,254.74
2023-07-21,Expense,Shopping,253.86
2023-07-21,Expense,Insurance,115.77
2023-07-21,Expense,Travel,16.13
2023-07-22,Income,Rental Income,4608.99
2023-07-22,Expense,Insurance,49.17
2023-07-22,Expense,Education,70.61
2023-07-23,Income,Rental Income,3403.69
2023-07-23,Expense,Bills,66.71
2023-07-23,Expense,Subscriptions,157.39
2023-07-23,Expense,Bills,69.36
2023-07-24,Income,Gifts,2252.07
2023-07-24,Income,Gifts,2208.82
2023-07-24,Expense,Transport,298.73
2023-07-24,Expense,Entertainment,208.46
2023-07-24,Expense,Insurance,152.07
2023-07-25,Income,Gifts,3127.41
2023-07-25,Income,Rental Income,3579.69
2023-07-25,Expense,Utilities,6.94
2023-07-25,Expense,Transport,234.36
2023-07-25,Expense,Other,200.82
2023-07-25,Expense,Insurance,45.91
2023-07-25,Expense,Subscriptions,199.69
2023-07-26,Income,Gifts,378.43
2023-07-26,Income,Freelance,4110.43
2023-07-26,Expense,Food,194.61
2023-07-26,Expense,Utilities,125.8
2023-07-26,Expense,Travel,208.51
2023-07-27,Income,Investments,3606.63
2023-07-27,Income,Salary,4047.71
2023-07-27,Expense,Bills,162.62
2023-07-27,Expense,Shopping,280.88
2023-07-28,Income,Freelance,492.0
2023-07-28,Income,Rental Income,4595.77
2023-07-28,Expense,Subscriptions,110.63
2023-07-28,Expense,Bills,173.81
2023-07-28,Expense,Shopping,291.62
2023-07-28,Expense,Utilities,48.01
2023-07-28,Expense,Insurance,295.13
2023-07-29,Income,Freelance,1939.26
2023-07-29,Income,Freelance,465.5
2023-07-29,Expense,Food,241.27
2023-07-29,Expense,Bills,281.39
2023-07-29,Expense,Bills,21.69
2023-07-29,Expense,Subscriptions,125.98
2023-07-30,Income,Salary,3574.38
2023-07-30,Expense,Bills,143.16
2023-07-30,Expense,Other,235.33
2023-07-30,Expense,Education,299.75
2023-07-30,Expense,Bills,209.97
2023-07-30,Expense,Food,43.83
2023-07-31,Income,Investments,3653.38
2023-07-31,Expense,Bills,240.67
2023-07-31,Expense,Food,69.85
2023-08-01,Income,Rental Income,425.27
2023-08-01,Expense,Transportation,130.31
2023-08-01,Expense,Health,216.31
2023-08-01,Expense,Entertainment,157.82
2023-08-01,Expense,Subscriptions,93.75
2023-08-01,Expense,Utilities,291.78
2023-08-02,Income,Gifts,1969.27
2023-08-02,Income,Freelance,759.57
2023-08-02,Expense,Bills,17.15
2023-08-02,Expense,Utilities,149.89
2023-08-02,Expense,Travel,261.55
2023-08-02,Expense,Transport,108.15
2023-08-03,Income,Rental Income,1828.15
2023-08-03,Expense,Bills,227.85
2023-08-03,Expense,Entertainment,25.0
2023-08-03,Expense,Other,146.81
2023-08-03,Expense,Utilities,185.44
2023-08-03,Expense,Education,145.04
2023-08-04,Income,Gifts,4529.09
2023-08-04,Expense,Shopping,135.31
2023-08-04,Expense,Subscriptions,140.44
2023-08-05,Income,Salary,4120.68
2023-08-05,Expense,Transport,239.99
2023-08-05,Expense,Education,209.43
2023-08-05,Expense,Subscriptions,12.55
2023-08-05,Expense,Health,199.07
2023-08-06,Income,Investments,2215.27
2023-08-06,Expense,Food,13.55
2023-08-06,Expense,Subscriptions,21.48
2023-08-06,Expense,Food,22.11
2023-08-07,Income,Gifts,977.99
2023-08-07,Expense,Food,5.22
2023-08-07,Expense,Insurance,117.69
2023-08-07,Expense,Bills,291.38
2023-08-08,Income,Rental Income,3727.92
2023-08-08,Expense,Transportation,139.59
2023-08-08,Expense,Shopping,231.29
2023-08-09,Income,Salary,538.45
2023-08-09,Expense,Health,93.22
2023-08-09,Expense,Transportation,128.22
2023-08-09,Expense,Entertainment,255.99
2023-08-09,Expense,Travel,260.49
2023-08-09,Expense,Bills,202.16
2023-08-10,Income,Gifts,4685.26
2023-08-10,Expense,Education,233.76
2023-08-10,Expense,Other,159.11
2023-08-10,Expense,Transportation,103.91
2023-08-11,Income,Gifts,4385.66
2023-08-11,Expense,Travel,109.76
2023-08-11,Expense,Insurance,110.56
2023-08-11,Expense,Food,119.57
2023-08-12,Income,Gifts,196.78
2023-08-12,Expense,Entertainment,239.57
2023-08-12,Expense,Transport,209.52
2023-08-12,Expense,Travel,272.21
2023-08-13,Income,Gifts,2621.92
2023-08-13,Expense,Food,183.48
2023-08-13,Expense,Insurance,65.69
2023-08-13,Expense,Health,35.27
2023-08-13,Expense,Transport,262.83
2023-08-13,Expense,Health,293.39
2023-08-14,Income,Gifts,2214.56
2023-08-14,Expense,Bills,93.77
2023-08-14,Expense,Entertainment,58.13
2023-08-14,Expense,Utilities,33.23
2023-08-15,Income,Salary,1146.18
2023-08-15,Income,Salary,4716.39
2023-08-15,Expense,Transportation,132.71
2023-08-15,Expense,Utilities,290.43
2023-08-15,Expense,Travel,266.44
2023-08-15,Expense,Subscriptions,49.75
2023-08-16,Income,Gifts,4307.31
2023-08-16,Income,Rental Income,3797.02
2023-08-16,Expense,Education,182.4
2023-08-16,Expense,Travel,268.03
2023-08-16,Expense,Health,101.31
2023-08-16,Expense,Utilities,76.52
2023-08-17,Income,Investments,1530.32
2023-08-17,Expense,Subscriptions,18.78
2023-08-17,Expense,Education,183.34
2023-08-17,Expense,Subscriptions,221.13
2023-08-18,Income,Investments,4031.43
2023-08-18,Income,Freelance,4247.15
2023-08-18,Expense,Subscriptions,138.5
2023-08-18,Expense,Insurance,276.76
2023-08-19,Income,Salary,4283.1
2023-08-19,Income,Freelance,4481.64
2023-08-19,Expense,Travel,202.67
2023-08-19,Expense,Shopping,42.53
2023-08-19,Expense,Entertainment,164.86
2023-08-19,Expense,Insurance,209.96
2023-08-20,Income,Gifts,2309.21
2023-08-20,Income,Freelance,2719.22
2023-08-20,Expense,Other,242.11
2023-08-20,Expense,Subscriptions,263.63
2023-08-20,Expense,Transportation,217.18
2023-08-21,Income,Salary,1110.71
2023-08-21,Expense,Other,204.4
2023-08-21,Expense,Health,101.32
2023-08-21,Expense,Other,157.66
2023-08-22,Income,Salary,3529.2
2023-08-22,Expense,Entertainment,298.89
2023-08-22,Expense,Subscriptions,94.44
2023-08-22,Expense,Subscriptions,164.95
2023-08-22,Expense,Health,176.39
2023-08-23,Income,Freelance,3584.63
2023-08-23,Expense,Other,92.31
2023-08-23,Expense,Transport,290.07
2023-08-23,Expense,Shopping,249.58
2023-08-23,Expense,Subscriptions,24.24
2023-08-24,Income,Investments,1357.51
2023-08-24,Income,Rental Income,3473.04
2023-08-24,Expense,Food,222.78
2023-08-24,Expense,Other,245.85
2023-08-24,Expense,Transport,299.96
2023-08-24,Expense,Insurance,173.73
2023-08-24,Expense,Other,237.5
2023-08-25,Income,Investments,204.73
2023-08-25,Income,Rental Income,4084.69
2023-08-25,Expense,Utilities,133.26
2023-08-25,Expense,Bills,299.15
2023-08-25,Expense,Education,296.29
2023-08-26,Income,Gifts,424.81
2023-08-26,Expense,Bills,256.12
2023-08-26,Expense,Food,123.94
2023-08-26,Expense,Insurance,230.84
2023-08-27,Income,Investments,2348.23
2023-08-27,Income,Gifts,3274.72
2023-08-27,Expense,Shopping,246.6
2023-08-27,Expense,Travel,238.26
2023-08-27,Expense,Travel,272.36
2023-08-27,Expense,Transportation,172.15
2023-08-27,Expense,Shopping,85.82
2023-08-28,Income,Rental Income,3477.62
2023-08-28,Expense,Transport,107.81
2023-08-28,Expense,Transport,28.07
2023-08-28,Expense,Transport,44.83
2023-08-28,Expense,Bills,164.26
2023-08-28,Expense,Education,213.3
2023-08-29,Income,Gifts,451.79
2023-08-29,Income,Freelance,245.96
2023-08-29,Expense,Shopping,59.73
2023-08-29,Expense,Subscriptions,114.79
2023-08-29,Expense,Other,274.04
2023-08-29,Expense,Other,42.94
2023-08-29,Expense,Transport,74.41
2023-08-30,Income,Freelance,1795.31
2023-08-30,Expense,Insurance,291.15
2023-08-30,Expense,Travel,38.25
2023-08-30,Expense,Education,179.15
2023-08-30,Expense,Transportation,177.79
2023-08-31,Income,Investments,4991.4
2023-08-31,Expense,Bills,166.59
2023-08-31,Expense,Shopping,184.92
2023-08-31,Expense,Food,276.16
2023-08-31,Expense,Bills,148.44
2023-09-01,Income,Rental Income,2032.16
2023-09-01,Expense,Food,175.75
2023-09-01,Expense,Insurance,131.15
2023-09-01,Expense,Transportation,279.09
2023-09-01,Expense,Entertainment,49.89
2023-09-01,Expense,Travel,234.3
2023-09-02,Income,Rental Income,3608.55
2023-09-02,Income,Salary,2471.27
2023-09-02,Expense,Entertainment,37.81
2023-09-02,Expense,Bills,116.04
2023-09-02,Expense,Transportation,242.16
2023-09-02,Expense,Food,41.77
2023-09-02,Expense,Travel,189.64
2023-09-03,Income,Salary,1550.12
2023-09-03,Expense,Education,103.47
2023-09-03,Expense,Transportation,189.94
2023-09-04,Income,Salary,865.2
2023-09-04,Expense,Health,62.05
2023-09-04,Expense,Health,211.5
2023-09-04,Expense,Transportation,203.75
2023-09-04,Expense,Insurance,149.51
2023-09-04,Expense,Subscriptions,247.48
2023-09-05,Income,Gifts,2135.63
2023-09-05,Expense,Education,213.07
2023-09-05,Expense,Travel,102.35
2023-09-06,Income,Freelance,1128.98
2023-09-06,Income,Freelance,1366.98
2023-09-06,Expense,Entertainment,198.23
2023-09-06,Expense,Travel,224.35
2023-09-06,Expense,Travel,156.56
2023-09-06,Expense,Shopping,254.48
2023-09-07,Income,Freelance,3681.93
2023-09-07,Expense,Subscriptions,206.6
2023-09-07,Expense,Education,225.27
2023-09-07,Expense,Health,102.59
2023-09-07,Expense,Transport,230.42
2023-09-07,Expense,Other,228.53
2023-09-08,Income,Investments,1198.6
2023-09-08,Income,Gifts,2759.9
2023-09-08,Expense,Transport,265.68
2023-09-08,Expense,Health,68.6
2023-09-08,Expense,Entertainment,147.52
2023-09-08,Expense,Bills,152.23
2023-09-09,Income,Salary,4697.83
2023-09-09,Income,Investments,4811.66
2023-09-09,Expense,Travel,141.9
2023-09-09,Expense,Transport,160.23
2023-09-09,Expense,Bills,29.6
2023-09-10,Income,Freelance,1540.2
2023-09-10,Expense,Education,241.06
2023-09-10,Expense,Shopping,248.34
2023-09-10,Expense,Bills,105.36
2023-09-10,Expense,Other,54.06
2023-09-11,Income,Gifts,4492.84
2023-09-11,Income,Investments,4124.96
2023-09-11,Expense,Education,44.96
2023-09-11,Expense,Health,252.71
2023-09-12,Income,Gifts,2316.48
2023-09-12,Expense,Insurance,9.63
2023-09-12,Expense,Entertainment,231.26
2023-09-12,Expense,Bills,288.18
2023-09-12,Expense,Utilities,26.21
2023-09-12,Expense,Transport,242.24
2023-09-13,Income,Rental Income,4225.06
2023-09-13,Expense,Travel,294.94
2023-09-13,Expense,Travel,135.88
2023-09-14,Income,Investments,2854.12
2023-09-14,Expense,Subscriptions,123.58
2023-09-14,Expense,Other,223.89
2023-09-14,Expense,Travel,23.47
2023-09-14,Expense,Transportation,221.64
2023-09-14,Expense,Shopping,52.26
2023-09-15,Income,Gifts,381.87
2023-09-15,Expense,Bills,273.35
2023-09-15,Expense,Insurance,225.67
2023-09-15,Expense,Subscriptions,33.22
2023-09-15,Expense,Travel,108.79
2023-09-15,Expense,Utilities,281.59
2023-09-16,Income,Gifts,4009.71
2023-09-16,Expense,Insurance,21.34
2023-09-16,Expense,Entertainment,95.16
2023-09-16,Expense,Other,25.72
2023-09-16,Expense,Health,64.28
2023-09-16,Expense,Health,190.75
2023-09-17,Income,Investments,4758.98
2023-09-17,Expense,Transportation,163.92
2023-09-17,Expense,Shopping,22.95
2023-09-17,Expense,Bills,7.15
2023-09-17,Expense,Transport,112.94
2023-09-17,Expense,Education,196.19
2023-09-18,Income,Salary,4927.73
2023-09-18,Income,Salary,358.25
2023-09-18,Expense,Health,98.82
2023-09-18,Expense,Insurance,15.57
2023-09-19,Income,Investments,3400.12
2023-09-19,Expense,Education,174.02
2023-09-19,Expense,Subscriptions,50.86
2023-09-19,Expense,Entertainment,221.7
2023-09-20,Income,Salary,843.09
2023-09-20,Income,Gifts,3304.86
2023-09-20,Expense,Insurance,202.03
2023-09-20,Expense,Entertainment,43.8
2023-09-20,Expense,Bills,56.97
2023-09-20,Expense,Insurance,134.43
2023-09-21,Income,Freelance,4484.41
2023-09-21,Income,Salary,961.58
2023-09-21,Expense,Bills,233.26
2023-09-21,Expense,Travel,220.62
2023-09-21,Expense,Entertainment,186.01
2023-09-21,Expense,Bills,200.07
2023-09-21,Expense,Other,296.06
2023-09-22,Income,Salary,4924.63
2023-09-22,Expense,Transport,140.59
2023-09-22,Expense,Transport,245.69
2023-09-23,Income,Gifts,3992.17
2023-09-23,Expense,Utilities,255.2
2023-09-23,Expense,Shopping,167.79
2023-09-24,Income,Investments,2609.89
2023-09-24,Expense,Travel,187.86
2023-09-24,Expense,Health,95.76
2023-09-24,Expense,Other,84.53
2023-09-24,Expense,Insurance,174.15
2023-09-25,Income,Salary,3767.35
2023-09-25,Income,Freelance,560.65
2023-09-25,Expense,Insurance,34.17
2023-09-25,Expense,Education,131.88
2023-09-25,Expense,Transportation,133.57
2023-09-25,Expense,Utilities,41.28
2023-09-26,Income,Freelance,1793.64
2023-09-26,Income,Salary,3440.91
2023-09-26,Expense,Entertainment,107.64
2023-09-26,Expense,Shopping,94.67
2023-09-26,Expense,Bills,272.35
2023-09-26,Expense,Bills,159.17
2023-09-26,Expense,Education,34.37
2023-09-27,Income,Investments,2470.87
2023-09-27,Expense,Education,109.35
2023-09-27,Expense,Education,290.61
2023-09-28,Income,Gifts,2838.52
2023-09-28,Expense,Travel,76.11
2023-09-28,Expense,Education,171.76
2023-09-28,Expense,Utilities,214.85
2023-09-28,Expense,Utilities,296.72
2023-09-28,Expense,Education,98.44
2023-09-29,Income,Salary,4713.62
2023-09-29,Expense,Insurance,144.66
2023-09-29,Expense,Travel,186.27
2023-09-29,Expense,Other,74.78
2023-09-30,Income,Freelance,707.57
2023-09-30,Expense,Subscriptions,100.5
2023-09-30,Expense,Other,196.54
2023-10-01,Income,Salary,1361.84
2023-10-01,Expense,Entertainment,236.58
2023-10-01,Expense,Shopping,290.37
2023-10-02,Income,Investments,1989.57
2023-10-02,Income,Freelance,356.6
2023-10-02,Expense,Travel,192.28
2023-10-02,Expense,Bills,59.45
2023-10-02,Expense,Food,285.81
2023-10-03,Income,Freelance,4477.87
2023-10-03,Income,Freelance,3083.4
2023-10-03,Expense,Shopping,151.98
2023-10-03,Expense,Transportation,247.43
2023-10-03,Expense,Subscriptions,290.96
2023-10-04,Income,Gifts,1105.66
2023-10-04,Income,Salary,3610.7
2023-10-04,Expense,Transportation,193.56
2023-10-04,Expense,Subscriptions,130.25
2023-10-04,Expense,Health,87.29
2023-10-04,Expense,Transportation,291.63
2023-10-05,Income,Investments,4251.33
2023-10-05,Income,Gifts,2610.84
2023-10-05,Expense,Subscriptions,217.31
2023-10-05,Expense,Entertainment,279.49
2023-10-05,Expense,Shopping,136.69
2023-10-05,Expense,Insurance,160.48
2023-10-05,Expense,Entertainment,74.11
2023-10-06,Income,Freelance,4651.88
2023-10-06,Income,Salary,1639.09
2023-10-06,Expense,Insurance,80.07
2023-10-06,Expense,Transport,112.49
2023-10-07,Income,Freelance,2557.45
2023-10-07,Income,Gifts,718.23
2023-10-07,Expense,Bills,95.26
2023-10-07,Expense,Bills,63.24
2023-10-07,Expense,Food,166.46
2023-10-08,Income,Rental Income,1779.89
2023-10-08,Expense,Shopping,162.03
2023-10-08,Expense,Shopping,166.94
2023-10-08,Expense,Food,113.36
2023-10-08,Expense,Other,41.89
2023-10-09,Income,Investments,3579.19
2023-10-09,Expense,Subscriptions,137.67
2023-10-09,Expense,Utilities,142.73
2023-10-09,Expense,Other,241.41
2023-10-10,Income,Salary,4145.34
2023-10-10,Expense,Subscriptions,27.83
2023-10-10,Expense,Shopping,234.75
2023-10-10,Expense,Subscriptions,59.11
2023-10-10,Expense,Health,264.33
2023-10-11,Income,Rental Income,4520.18
2023-10-11,Income,Freelance,1709.3
2023-10-11,Expense,Bills,29.74
2023-10-11,Expense,Other,159.59
2023-10-11,Expense,Shopping,251.62
2023-10-12,Income,Investments,1399.46
2023-10-12,Expense,Insurance,6.51
2023-10-12,Expense,Shopping,236.23
2023-10-13,Income,Salary,4701.36
2023-10-13,Income,Rental Income,675.78
2023-10-13,Expense,Food,8.19
2023-10-13,Expense,Bills,199.05
2023-10-13,Expense,Entertainment,196.04
2023-10-14,Income,Rental Income,4507.44
2023-10-14,Income,Freelance,2875.08
2023-10-14,Expense,Other,193.23
2023-10-14,Expense,Insurance,95.48
2023-10-14,Expense,Education,9.92
2023-10-14,Expense,Bills,54.52
2023-10-14,Expense,Entertainment,184.97
2023-10-15,Income,Salary,4597.52
2023-10-15,Expense,Transportation,110.85
2023-10-15,Expense,Insurance,87.8
2023-10-15,Expense,Subscriptions,242.78
2023-10-15,Expense,Transport,272.94
2023-10-15,Expense,Food,79.16
2023-10-16,Income,Gifts,4134.59
2023-10-16,Income,Gifts,3788.85
2023-10-16,Expense,Travel,111.8
2023-10-16,Expense,Shopping,260.96
2023-10-16,Expense,Shopping,176.49
2023-10-16,Expense,Education,191.94
2023-10-16,Expense,Food,161.1
2023-10-17,Income,Salary,987.42
2023-10-17,Income,Freelance,823.31
2023-10-17,Expense,Travel,185.1
2023-10-17,Expense,Education,128.45
2023-10-18,Income,Freelance,2049.75
2023-10-18,Expense,Transport,180.38
2023-10-18,Expense,Travel,191.66
2023-10-18,Expense,Food,202.63
2023-10-18,Expense,Education,281.89
2023-10-19,Income,Investments,2484.11
2023-10-19,Expense,Shopping,182.75
2023-10-19,Expense,Utilities,168.94
2023-10-19,Expense,Transportation,79.48
2023-10-20,Income,Investments,4035.29
2023-10-20,Expense,Utilities,99.81
2023-10-20,Expense,Food,34.35
2023-10-20,Expense,Health,150.45
2023-10-20,Expense,Entertainment,196.91
2023-10-21,Income,Freelance,1436.73
2023-10-21,Income,Salary,566.18
2023-10-21,Expense,Travel,292.35
2023-10-21,Expense,Food,79.0
2023-10-21,Expense,Subscriptions,150.59
2023-10-21,Expense,Travel,35.83
2023-10-21,Expense,Insurance,261.34
2023-10-22,Income,Freelance,1566.7
2023-10-22,Expense,Transportation,144.39
2023-10-22,Expense,Travel,42.87
2023-10-22,Expense,Subscriptions,96.07
2023-10-23,Income,Gifts,1549.28
2023-10-23,Income,Investments,3968.09
2023-10-23,Expense,Health,106.39
2023-10-23,Expense,Food,31.09
2023-10-23,Expense,Food,20.73
2023-10-24,Income,Gifts,2848.72
2023-10-24,Expense,Subscriptions,138.71
2023-10-24,Expense,Subscriptions,237.6
2023-10-24,Expense,Entertainment,72.51
2023-10-24,Expense,Education,46.96
2023-10-25,Income,Freelance,4014.46
2023-10-25,Expense,Health,53.72
2023-10-25,Expense,Utilities,30.6
2023-10-25,Expense,Health,285.22
2023-10-26,Income,Gifts,154.59
2023-10-26,Income,Gifts,1744.15
2023-10-26,Expense,Health,265.9
2023-10-26,Expense,Food,72.28
2023-10-26,Expense,Travel,17.27
2023-10-26,Expense,Insurance,253.84
2023-10-26,Expense,Utilities,30.19
2023-10-27,Income,Rental Income,1274.15
2023-10-27,Expense,Travel,204.69
2023-10-27,Expense,Utilities,266.83
2023-10-27,Expense,Bills,17.13
2023-10-27,Expense,Education,80.73
2023-10-27,Expense,Transport,55.08
2023-10-28,Income,Freelance,2013.95
2023-10-28,Expense,Transport,225.46
2023-10-28,Expense,Transport,94.97
2023-10-28,Expense,Insurance,212.63
2023-10-28,Expense,Entertainment,34.62
2023-10-28,Expense,Other,165.32
2023-10-29,Income,Freelance,2004.97
2023-10-29,Expense,Transportation,173.64
2023-10-29,Expense,Insurance,108.99
2023-10-29,Expense,Insurance,290.53
2023-10-29,Expense,Health,250.76
2023-10-30,Income,Gifts,1240.52
2023-10-30,Expense,Subscriptions,85.78
2023-10-30,Expense,Education,291.8
2023-10-31,Income,Rental Income,1366.59
2023-10-31,Income,Salary,2260.93
2023-10-31,Expense,Bills,213.62
2023-10-31,Expense,Transport,224.14
2023-11-01,Income,Rental Income,4745.14
2023-11-01,Expense,Health,176.11
2023-11-01,Expense,Transport,199.98
2023-11-01,Expense,Utilities,131.9
2023-11-02,Income,Freelance,4491.2
2023-11-02,Income,Salary,2111.78
2023-11-02,Expense,Utilities,171.42
2023-11-02,Expense,Food,197.55
2023-11-03,Income,Investments,2823.58
2023-11-03,Expense,Other,198.44
2023-11-03,Expense,Shopping,240.31
2023-11-03,Expense,Bills,237.19
2023-11-04,Income,Salary,2442.14
2023-11-04,Expense,Transport,55.28
2023-11-04,Expense,Transport,123.52
2023-11-04,Expense,Food,84.06
2023-11-05,Income,Rental Income,4681.64
2023-11-05,Income,Rental Income,698.96
2023-11-05,Expense,Bills,86.5
2023-11-05,Expense,Other,176.3
2023-11-05,Expense,Bills,150.77
2023-11-05,Expense,Education,199.65
2023-11-06,Income,Investments,1318.13
2023-11-06,Income,Salary,180.31
2023-11-06,Expense,Utilities,174.85
2023-11-06,Expense,Food,244.52
2023-11-06,Expense,Utilities,249.53
2023-11-07,Income,Gifts,4729.34
2023-11-07,Income,Gifts,4240.58
2023-11-07,Expense,Subscriptions,105.13
2023-11-07,Expense,Shopping,6.79
2023-11-08,Income,Freelance,362.47
2023-11-08,Expense,Entertainment,148.3
2023-11-08,Expense,Shopping,137.56
2023-11-08,Expense,Shopping,298.78
2023-11-09,Income,Rental Income,517.06
2023-11-09,Income,Investments,3842.05
2023-11-09,Expense,Shopping,85.62
2023-11-09,Expense,Education,11.89
2023-11-09,Expense,Health,235.52
2023-11-09,Expense,Subscriptions,105.9
2023-11-09,Expense,Transport,117.04
2023-11-10,Income,Investments,4566.42
2023-11-10,Expense,Education,243.24
2023-11-10,Expense,Education,87.77
2023-11-10,Expense,Subscriptions,166.07
2023-11-11,Income,Freelance,3517.72
2023-11-11,Income,Gifts,4455.77
2023-11-11,Expense,Subscriptions,166.33
2023-11-11,Expense,Other,52.01
2023-11-12,Income,Rental Income,4698.61
2023-11-12,Expense,Entertainment,215.18
2023-11-12,Expense,Subscriptions,216.28
2023-11-12,Expense,Other,41.72
2023-11-13,Income,Salary,4696.35
2023-11-13,Income,Gifts,2846.73
